"Genetic ID (suffices: "".DG"" is a high coverage shotgun genome with diploid genotype calls; "".SG"" is a high coverage shotgun genome with diploid genotype calls; "".AG,  .TW, .BY, .AA, .EC, .WGC""  are Agilent 1240K or Twist Ancient DNA or ""Big Yoruba"" or ""Archaic Admixture"" or ""Exome"" or ""Whole-Genome Capture"" data respectively; each analyzed position is represented by a randomly chosen sequence allowing for combinations when merged (separable by readgroups if possible).  "".HO"" is Affymetrix Human Origins genotype data and ""REF"" is reference haploid data.",Persistent Genetic ID,Individual ID,Skeletal code,Skeletal element,"First publication: Abbreviation for earliest paper that reported data from this individual (this is not always the same as the data being analyzed, which may be from a different or improved dataset)",Publication abbreviation,doi for publication of this representation of the data,Link to the most permanent repository hosting these data,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990+-40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at death, Morphological sex from physical anthropology",Group ID,Locality,Political Entity,Latitude,Longitude,Pulldown Strategy,Suffices (indicating data types used for sources which can be a subset of that in bam),Data type,No. Libraries,Mean coverage on 1.15M autosomal targets for full bam (if no off-target entry not up-to-date),"Mean coverage on non-targeted autosomal SNPs for full bam - not yet computed if """".."""" and bam restricted to on-target SNPs if """"0""""",SNPs hit on autosomal targets (Computed using easystats on enhance 2M capture subset) ,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset),SNPs hit on autosomal targets (Computed using easystats on HO snpset),SNPs hit on autosomal targets (Computed using easystats on Compatibility snpset),SNPs hit on autosomal targets (Computed using easystats on Compatibility_HO snpset),Molecular Sex,Family relations,Sum total of ROH segments >20cM,Sum total of ROH segments >20cM.1,Y haplogroup in terminal mutation notation automatically called based on Y-full 12.03 with the software described in Lazaridis et al. Science 2022,Y haplogroup  in ISOGG notation automatically called based on Yfull 12.03 with the software described in Lazaridis et al. Science 2022,Y haplogroup manually called if different from automatic,mtDNA coverage (merged data),mtDNA haplogroup if >2x or published,"mtDNA match to consensus if >10x (merged data) [estimates are typically off by (uncorrected + power(10,-0.271*LOG(mt-coverage)-1.120)]",Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data),Sex ratio [Y/(Y+X) counts] (merged data),ANGSD MOM 95% CI truncated at 0 (only if male and >=200 SNPs) [estimates are typically 0.005 too high],hapConX 95% CI truncated at 0 (only if male and >=2000 SNPs covered on X chromosome) [estimates are typically 0.005 too high],"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)",Libraries,endogenous by library (computed on shotgun data),ASSESSMENT,"ASSESSMENT WARNINGS: X contamination interval is listed if lower bound is >=0.005 for either ANGSD or hapConX, ""QUESTIONABLE"" if lower bound is 0.015-0.035 for hapConX (or ANGSD if no hapConX computation), ""CRITICAL"" or ""FAIL"" if lower bound is >0.03  for hapConX (or ANGSD if no hapConX computation) |mtcontam confidence interval is listed if coverage >10 and upper bound is <0.98, ""QUESTIONABLE"" if upper bound is 0.9-0.95; ""CRITICAL"" if upper bound is <0.9, QUESTIONABLE status gets overriden by ANGSD or hapConX if upper bound of contamination estimate is <0.01 | damage for ds.half is ""CRITICAL/FAIL"" if <0.01, and recorded but passed if 0.01-0.03; libraries with untreated last base are ""CRITICAL"" or ""FAIL"" if <0.01, ""QUESTIONABLE"" if 0.01-0.03, and recorded but passed if 0.03-0.1 | sex.ratio is QUESTIONABLE if [0.03,0.1) or (0.30,0.32]; CRITICAL/FAIL if [0.1,0.3] | f4(All,Damage;CEU,CHB) for non-damage-restricted samples is ""CRITICAL/FAIL"" if |Z|>=3.5, QUESTIONABLE if 3.5>Z>=3.0, listed if Z>=2.0",subpopulation,date_CE
CLR23.SG,5956,CLR23,CLR23,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2300,29.0,400-300 BCE,adult,France_Occitanie_Gard_IA,"Le Cailar ""Place de la Saint-Jean"" (Occitanie Region, Gard Department, Nîmes Arrondissement)",France,43.6667,4.2333,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.25376682,0.21575667,419763,254911,136342,277051,65383,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-Y458526,R1b1a1b1a1a2a2,..,..,R0a1b,..,0.1969,0.084,..,"[0,0.004]",..,..,0.3,Pass,"sex.ratio.shotgun=0.084, saved by hapConX=[0,0.004]",Western_European,-350
CLR24.SG,5957,CLR24,CLR24,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2300,29.0,400-300 BCE,adult,France_Occitanie_Gard_IA,"Le Cailar ""Place de la Saint-Jean"" (Occitanie Region, Gard Department, Nîmes Arrondissement)",France,43.6667,4.2333,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.29251572,0.24734329,473976,288503,153989,312799,73420,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-L52,R1b1a1b1a1,..,..,H1e,..,0.1897,0.085,..,"[0,0.011]",..,..,0.34,Questionable,sex.ratio.shotgun=0.085,Western_European,-350
CLR31.SG,5958,CLR31,CLR31,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2300,29.0,400-300 BCE,adult,France_Occitanie_Gard_IA,"Le Cailar ""Place de la Saint-Jean"" (Occitanie Region, Gard Department, Nîmes Arrondissement)",France,43.6667,4.2333,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.34223071,0.29047417,548302,332407,179425,361680,85632,M,..,0,0,R-FGC49374,R1b1a1b1a1a2c1a2,..,..,N1a1a1,..,0.157,0.085,..,"[0.001,0.016]",..,..,0.29,Questionable,sex.ratio.shotgun=0.085,Western_European,-350
CLR35.SG,5959,CLR35,CLR35,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2300,29.0,400-300 BCE,adult,France_Occitanie_Gard_IA,"Le Cailar ""Place de la Saint-Jean"" (Occitanie Region, Gard Department, Nîmes Arrondissement)",France,43.6667,4.2333,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.43867625,0.37322212,659486,404486,213284,436582,102138,M,..,0,0,I-Y62258,I2a1a1a1a2b~,..,..,H1e,..,0.1559,0.085,n/a (female),n/a (female),..,..,0.71,Pass,"sex.ratio.shotgun=0.085, saved by hapConX=[0,0.007]",Western_European,-350
CLR44.SG,5960,CLR44,CLR44,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2300,29.0,400-300 BCE,adult,France_Occitanie_Gard_IA,"Le Cailar ""Place de la Saint-Jean"" (Occitanie Region, Gard Department, Nîmes Arrondissement)",France,43.6667,4.2333,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.30122567,0.25897493,486710,296947,157881,321803,75605,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-Y45423,R1b1a1b1a1a,..,..,H2b,..,0.1689,0.085,..,"[0,0.016]",..,..,0.28,Questionable,sex.ratio.shotgun=0.085,Western_European,-350
ERS83-2.SG,5966,ERS83-2,ERS83-2,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2200,87.0,400-100 BCE,subadult (juvenile); 7-11 yrs,France_GrandEst_BasRhin_IA,"Untergasse (Grand Est Region, Bas-Rhin Department, Sélestat Arrondissement, Erstein)",France,48.42353,7.66326,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.25336009,0.26621305,354834,232798,99234,240759,47342,M,..,n/a (<300K SNPs),n/a (<300K SNPs),G-Y7538,G2a2b2a1a1b,..,..,Ia4,..,0.0469,0.08,n/a (female),n/a (female),..,..,0.92,Pass,"sex.ratio.shotgun=0.08, saved by hapConX=[0,0.006]",Western_European,-250
GDF1231.SG,5967,GDF1231,GDF1231,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2350,58.0,500-300 BCE,..,France_GrandEst_Aube_IA,"Barbuise les Grèves de Frécul (Grand Est Region, Aube Department, Nogent-sur-Seine Arrondissement)",France,48.550001,3.5833,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.81731021,0.65028541,1014359,613542,328625,666397,156364,F,..,0,0,n/a (female),n/a (female),n/a (female),..,HV0,..,0.0469,0.001,n/a (female),n/a (female),..,..,0.59,Questionable,more than 10 relatives in the dataset within the second degree who have date standard deviations of >1000,Western_European,-400
GDF1264.SG,5968,GDF1264,GDF1264,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2350,58.0,500-300 BCE,..,France_GrandEst_Aube_IA,"Barbuise les Grèves de Frécul (Grand Est Region, Aube Department, Nogent-sur-Seine Arrondissement)",France,48.550001,3.5833,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.86472647,0.72320876,901948,525689,294693,586549,139557,M,2.5d:GDF1264:GDF1348,0,0,R-FT40838,R1b1a1b1a1a2b1,..,..,H2b,..,0.0127,0.076,..,"[0,0.007]",..,..,0.66,Questionable,"sex.ratio.shotgun=0.076, hapConX=[0,0.007]",Western_European,-400
GDF1341.SG,5969,GDF1341,GDF1341,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2350,58.0,500-300 BCE,..,France_GrandEst_Aube_IA,"Barbuise les Grèves de Frécul (Grand Est Region, Aube Department, Nogent-sur-Seine Arrondissement)",France,48.550001,3.5833,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.27252509,0.2146228,442741,266624,144915,289953,68658,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),..,K1a1b1,..,0.0076,0.001,n/a (female),n/a (female),..,..,0.16,Pass,..,Western_European,-400
GDF1348.SG,5970,GDF1348,GDF1348,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2350,58.0,500-300 BCE,Immature,France_GrandEst_Aube_IA,"Barbuise les Grèves de Frécul (Grand Est Region, Aube Department, Nogent-sur-Seine Arrondissement)",France,48.550001,3.5833,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.53593525,0.45437053,708786,412078,229967,460523,108316,M,2.5d:GDF1264:GDF1348,0,0,R-DF90,R1b1a1b1a1a2b1,..,..,H,..,0.0189,0.078,..,"[0,0.009]",..,..,0.52,Pass,"sex.ratio.shotgun=0.078, saved by hapConX=[0,0.009]",Western_European,-400
GDF1349-A.SG,5971,GDF1349-A,GDF1349-A,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2350,58.0,500-300 BCE,adult,France_GrandEst_Aube_IA,"Barbuise les Grèves de Frécul (Grand Est Region, Aube Department, Nogent-sur-Seine Arrondissement)",France,48.550001,3.5833,Native pulldown on 3.2M snpset,SG,Shotgun,..,1.39288169,1.2514161,1321797,806282,416507,875016,198760,F,..,0,0,n/a (female),n/a (female),n/a (female),..,T1a4,..,0.2668,0.001,n/a (female),n/a (female),..,..,0.38,Pass,..,Western_European,-400
GLN141.SG,5972,GLN141,GLN141,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2150,58.0,300-100 BCE,adult,France_Yonne_IA,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre Arrondissement)",France,47.97,3.56,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.16158065,0.12746347,276515,168622,89949,182303,42903,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-M269,R1b1a1b,..,..,K1a,..,0.0813,0.078,..,"[0,0.007]",..,..,0.32,Pass,"sex.ratio.shotgun=0.078, saved by hapConX=[0,0.007]",Western_European,-200
GLN29-A.SG,5973,GLN29-A,GLN29-A,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2150,58.0,300-100 BCE,..,France_Yonne_IA,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre Arrondissement)",France,47.97,3.56,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.0962865,0.08973388,157012,101550,46281,105859,21824,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),..,U8a1,..,0.0464,0.082,n/a (female),n/a (female),..,..,0.2,Questionable,sex.ratio.shotgun=0.082,Western_European,-200
GLN32.SG,5974,GLN32,GLN32,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2150,58.0,300-100 BCE,..,France_Yonne_IA,"Gurgy Les Noisats (Bourgogne-Franche-Comté Region, Yonne Department, Auxerre Arrondissement)",France,47.97,3.56,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.07282649,0.06681911,120269,74362,37799,79912,18136,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),..,H3,..,0.2088,0.001,n/a (female),n/a (female),..,..,0.68,Pass,..,Western_European,-200
ISL6950.SG,5975,ISL6950,ISL6950,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: LTM/F,2150,87.0,350-50 BCE,Young adult,France_GrandEst_IA,"Isles sur Suippe ""Les Sohettes"" (Grand Est Region, Marne Department, Reims Arrondissement)",France,49.3556,4.2004,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.99635941,0.87011687,1179062,720987,373860,780310,178786,M,..,0,0,R-Z53,R1b1a1b1a1a2b1c1a1a1,..,..,J1c1,..,0.1978,0.081,..,"[0,0.003]",..,..,0.33,Pass,"sex.ratio.shotgun=0.081, saved by hapConX=[0,0.003]",Western_European,-200
PECH3.SG,5977,PECH3,PECH3,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: Archaeological,2175,14.0,250-200 BCE,adult,France_Occitanie_Aude_IA,"Pech-Maho (Occitanie Region, Aude Department, Narbonne Arrondissement)",France,43.04563,2.95644,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.29882092,0.26834974,482237,291277,154655,317532,74021,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-L20,R1b1a1b1a1a2b1a1,..,..,HV0a,..,0.0365,0.092,..,"[0,0.003]",..,..,0.17,Pass,"sex.ratio.shotgun=0.092, saved by hapConX=[0,0.003]",Western_European,-225
PECH9.SG,5978,PECH9,PECH9,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2400,87.0,600-300 BCE,..,France_Occitanie_Aude_IA,"Pech-Maho (Occitanie Region, Aude Department, Narbonne Arrondissement)",France,43.04563,2.95644,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.16318585,0.14163192,284187,173228,91092,187797,43489,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),..,J1c,..,0.0345,0.001,n/a (female),n/a (female),..,..,0.17,Pass,..,Western_European,-450
PEY73.SG,5979,PEY73,PEY73,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2125,14.0,200-150 BCE,adult,France_Occitanie_IA,"Le Peyrou-2 (Occitanie Region, Hérault Department, Béziers Arrondissement, Agde)",France,43.31137,3.48196,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.13034236,0.13104182,200884,131529,56310,136037,26853,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),..,U5b3,..,..,0.001,n/a (female),n/a (female),..,..,0.11,Pass,..,Western_European,-175
PT7.SG,5980,PT7,PT7,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2375,14.0,450-400 BCE,Newborn,France_Occitanie_Gard_IA,"Oppidum du Plan de la Tour (Occitanie Region, Gard Department, Le Vigan Arrondissement, Gaillhan)",France,43.84402,4.03237,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.18468955,0.18539726,273934,179085,78476,185397,37292,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),..,J1c1,..,..,0.001,n/a (female),n/a (female),..,..,0.75,Pass,..,Western_European,-425
SCPG2.SG,5981,SCPG2,SCPG2,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: Halstatt- La tène,2176,130.0,450-1 BCE,..,France_GrandEst_HautRhin_IA,"Oberes Holzackerfeld (Grand Est Region, Haut-Rhin Department, Colmar Arrondissement, Sainte Croix en Plaine)",France,48.0088,7.3856,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.11631102,0.1141489,185526,120734,53519,125301,25339,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),..,T,..,..,0.001,n/a (female),n/a (female),..,..,0.66,Pass,..,Western_European,-226
UN129.SG,5982,UN129,UN129,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2050,29.0,150-50 BCE,adult,France_Manche_IA,"Urville-Nacqueville (Normandie Region, Manche Department, Cherbourg-en-Cotentin Arrondissement)",France,49.45,-1.4333,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.16048995,0.14620018,277494,166882,87730,182824,41612,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-M269,R1b1a1b,..,..,K1a1b1c,..,0.0565,0.081,..,"[0,0.007]",..,..,0.77,Pass,"sex.ratio.shotgun=0.081, saved by hapConX=[0,0.007]",Western_European,-100
UN85.SG,5983,UN85,UN85,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: La Tène,2050,29.0,150-50 BCE,adult,France_Manche_IA,"Urville-Nacqueville (Normandie Region, Manche Department, Cherbourg-en-Cotentin Arrondissement)",France,49.45,-1.4333,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.18859608,0.17434547,308676,193732,94174,207099,45082,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-M269,R1b1a1b,..,..,H2a2a ?,..,0.0394,0.08,..,"[0,0.004]",..,..,0.28,Pass,"sex.ratio.shotgun=0.08, saved by hapConX=[0,0.004]",Western_European,-100
VAS75.SG,5984,VAS75,VAS75,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: Archaeological,2350,58.0,500-300 BCE,adult,France_HautsdeFrance_IA,"Vasseny ""Dessus des Groins"" (Hauts-de-France Region, Aisne Department, Soissons Arrondissement)",France,49.35,3.4833,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.19854707,0.20088426,291323,190913,82786,196984,39409,F,..,n/a (<300K SNPs),n/a (<300K SNPs),n/a (female),n/a (female),n/a (female),..,H6a,..,0.2889,0.001,n/a (female),n/a (female),..,..,0.18,Pass,..,Western_European,-400
VAS79-2.SG,5985,VAS79-2,VAS79-2,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: Archaeological,2350,58.0,500-300 BCE,subadult (juvenile); 7-11 yrs,France_HautsdeFrance_IA,"Vasseny ""Dessus des Groins"" (Hauts-de-France Region, Aisne Department, Soissons Arrondissement)",France,49.35,3.4833,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.20718749,0.22355875,295712,195136,81124,201184,38799,M,..,n/a (<300K SNPs),n/a (<300K SNPs),R-M12149,R1b1a1b1b,..,..,T2b,..,..,0.08,..,"[0,0.005]",..,..,0.91,Pass,"sex.ratio.shotgun=0.08, saved by hapConX=[0,0.005]",Western_European,-400
WET429.SG,5986,WET429,WET429,..,FisherPruvostiScience2022,FisherPruvostiScience2022,https://doi.org/10.1016/j.isci.2022.104094,ENA:PRJEB50940,Context: Hallstatt,2176,130.0,450-1 BCE,Young adult,France_GrandEst_HautRhin_IA,"Wettholsheim-Ricoh (Grand Est Region, Haut-Rhin Department, Mulhouse Arrondissement)",France,47.8095,7.2415,Native pulldown on 3.2M snpset,SG,Shotgun,..,0.14768055,0.14105009,231678,150403,67353,155993,32134,M,..,n/a (<300K SNPs),n/a (<300K SNPs),G-Z1815,G2a2b2a1a1b,..,..,K1a4a1,..,..,0.083,n/a (female),n/a (female),..,..,0.92,Pass,"sex.ratio.shotgun=0.083, saved by hapConX=[0,0.005]",Western_European,-226
QED-12.SG,6160,QED-12,QED-12,petrous (cochlea),HaberTyler-SmithAJHG2019,HaberTyler-SmithAJHG2019,https://doi.org/10.1016/j.ajhg.2019.03.015,ENA:ERP114192,"Context: Date of other individual(s) from same site: (QED-7, QED-2, QED-4)",1525,130.0,200-650 CE,..,Lebanon_LateAntiquity_Roman,"Qornet ed-Deir (Keserwan-Jbeil, Kesrouan)",Lebanon,34.0522,35.7758,Native Pulldown on 3.2M snpset,SG,Shotgun,1,0.4220116,0.34809123,589250,358586,187819,389499,89796,F,..,0,0,n/a (female),n/a (female),n/a (female),..,H2a5 ,..,..,..,n/a (female),n/a (female),ds.minus,..,..,Pass,..,Eastern_Med,425
QED-2.SG,6161,QED-2,QED-2,petrous (cochlea),HaberTyler-SmithAJHG2019,HaberTyler-SmithAJHG2019,https://doi.org/10.1016/j.ajhg.2019.03.015,ENA:ERP114192,Direct (WARNING MISSING LAB CODE): IntCal20,1610,50.0,250-416 calCE (1712±36 BP),..,Lebanon_LateAntiquity_ImperialRoman_Roman,"Qornet ed-Deir (Keserwan-Jbeil, Kesrouan)",Lebanon,34.0522,35.7758,Native Pulldown on 3.2M snpset,SG,Shotgun,1,1.69290455,1.40321814,1424998,869766,448910,943353,214139,M,2.5d:QED-2:QED-7,0,0,T-CTS9882,T1a1a1b2b2b1a1a1,..,..,T1,..,..,..,..,"[0.002,0.006]",ds.minus,..,..,Pass,..,Eastern_Med,340
QED-4.SG,6162,QED-4,QED-4,petrous (cochlea),HaberTyler-SmithAJHG2019,HaberTyler-SmithAJHG2019,https://doi.org/10.1016/j.ajhg.2019.03.015,ENA:ERP114192,Direct (WARNING MISSING LAB CODE): IntCal20,1406,57.0,"433-641 calCE (1517±49 BP,)",..,Lebanon_Roman,"Qornet ed-Deir (Keserwan-Jbeil, Kesrouan)",Lebanon,34.0522,35.7758,Native Pulldown on 3.2M snpset,SG,Shotgun,1,1.11512299,0.89417147,1141903,697422,362167,756294,173135,F,..,0,0,n/a (female),n/a (female),n/a (female),..,U3b,..,..,..,n/a (female),n/a (female),ds.minus,..,..,Pass,..,Eastern_Med,544
QED-7.SG,6163,QED-7,QED-7,petrous (cochlea),HaberTyler-SmithAJHG2019,HaberTyler-SmithAJHG2019,https://doi.org/10.1016/j.ajhg.2019.03.015,ENA:ERP114192,Direct (WARNING MISSING LAB CODE): IntCal20,1627,47.0,246-405 calCE (1734±33 BP),..,Lebanon_LateAntiquity_ImperialRoman_Roman,"Qornet ed-Deir (Keserwan-Jbeil, Kesrouan)",Lebanon,34.0522,35.7758,Native Pulldown on 3.2M snpset,SG,Shotgun,1,2.02761944,1.63254356,1511321,924091,475272,1000886,226823,F,2.5d:QED-2:QED-7,22.346998,22.346998,n/a (female),n/a (female),n/a (female),..,HV1b ,..,..,..,n/a (female),n/a (female),ds.minus,..,..,Pass,..,Eastern_Med,323
SFI-11.SG,6173,SFI-11," SFI-477, T24 ",petrous (cochlea),HaberTyler-SmithAJHG2020,HaberTyler-SmithAJHG2020,https://doi.org/10.1016/j.ajhg.2020.05.008,ENA:ERP121575,Direct: IntCal20,1984,47.0,"151 calBCE - 62 calCE (2040±30 BP, UBA-41183)",..,Lebanon_EarlyRoman,Beirut,Lebanon,33.89639,35.50833,Native Pulldown on 3.2M snpset,SG,Shotgun,1,0.13395861,0.11501767,205706,125470,65005,136304,31036,M,..,n/a (<300K SNPs),n/a (<300K SNPs),G-P303,G2a2b2a,G2a2b2a,..,..,..,..,..,..,"[0.063,0.144]",ds.minus,..,..,CRITICAL,"hapConX=[0.063,0.144]",Eastern_Med,-34
SFI-12.SG,6174,SFI-12,"SFI-477, T27 ",petrous (cochlea),HaberTyler-SmithAJHG2020,HaberTyler-SmithAJHG2020,https://doi.org/10.1016/j.ajhg.2020.05.008,ENA:ERP121575,Direct: IntCal20,2123,77.0,"347-53 calBCE (2137±25 BP, UBA-41184)",..,Lebanon_Hellenistic,Beirut,Lebanon,33.89639,35.50833,Native Pulldown on 3.2M snpset,SG,Shotgun,1,0.1114094,0.09152802,168533,102905,53440,111921,25409,M,..,n/a (<300K SNPs),n/a (<300K SNPs),E-V22,E1b1b1a1b2,E1b1b1a1,..,..,..,..,..,..,"[0,0.043]",ds.minus,..,..,Pass,..,Eastern_Med,-173
SFI-15.SG,6175,SFI-15," SFI-477, T32 ",petrous (cochlea),HaberTyler-SmithAJHG2020,HaberTyler-SmithAJHG2020,https://doi.org/10.1016/j.ajhg.2020.05.008,ENA:ERP121575,Direct: IntCal20,2027,53.0,"170 calBCE - 17 calCE (2067±33 BP, UBA-40967)",..,Lebanon_ImperialRoman,Beirut,Lebanon,33.89639,35.50833,Native Pulldown on 3.2M snpset,SG,Shotgun,1,1.82637995,1.48082592,1472420,899330,463972,974705,221156,M,..,0,0,G-M3422,G2a2b1a2a,G2a2b1a2a,..,..,..,..,..,..,"[0.005,0.011]",ds.minus,..,..,Pass,..,Eastern_Med,-77
SFI-20.SG,6176,SFI-20,"SFI-477, T42 ",petrous (cochlea),HaberTyler-SmithAJHG2020,HaberTyler-SmithAJHG2020,https://doi.org/10.1016/j.ajhg.2020.05.008,ENA:ERP121575,Direct: IntCal20,2043,49.0,"175 calBCE - 8 calCE (2080±30 BP, UBA-40969)",..,Lebanon_Hellenistic,Beirut,Lebanon,33.89639,35.50833,Native Pulldown on 3.2M snpset,SG,Shotgun,1,1.01705922,0.88623634,1105690,676000,346476,733062,165616,F,..,0,0,n/a (female),n/a (female),n/a (female),..,..,..,..,..,n/a (female),n/a (female),ds.minus,..,..,Pass,..,Eastern_Med,-93
